地名名稱,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名類型,地名意義,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,地圖座標(橫坐標),地圖座標(縱坐標),地名年代時間(起),地名年代時間(迄),漢語拼音,通用拼音
法音寺,新港念佛會,嘉義縣,新港鄉,"福德村,",,,,,,"法音寺成立於民國72年4月,原名新港念佛會,於民國75年12月31日改名為法音寺,供奉佛祖,西方三聖為信徒籌建,每月初一,十五日誦經法會,每年農曆七月十五日法會後把信眾供奉之米,食物分送鄉內之低收入戶,取之於民用之於民,社會資源大家共享,發揮佛祖普渡眾生之精神。",,,120.34080114782,23.559018652228,民國72年,迄今,"Fayin Temple","Fayin Temple"
嘉義縣新港鄉農會,,嘉義縣,新港鄉,"福德村,",,"嘉義縣新港鄉農會創立於民國五年七月七日,係由當時的新港鄉聞人林維朝,林甲炳,洪炳,周達,周登,陳朝,林溪和等共同集資12540元設立的有限責任新港信用組合,共設418股,社員146人,經營存.放款業務,是本鄉當時唯一的金融機構,民國十一年兼營購買、販賣、利用事業,變更章程易名為人保證責任新港信用購買販賣利用組合。",,,"民國二十六年中日戰爭爆發,日本政府為進一步統制組合,將組合改制為新港庄農會,民國三十年太平洋戰爭爆發,日本政府為集中農會的力量,藉以搶救其經濟危機,將保證責任月準購買利用組合歸併於新港庄農會。","民國三十三年依法更名為「台南州嘉義郡新港庄農會」。民國三十五年奉令改組為「台南縣新港鄉合作社」和「台南縣新港鄉農會」。民國三十八年十月三十日把合作社和農會合併為「台南縣新港鄉農會」。民國四十年十月二日因行政區域調整,而以「嘉義縣新港鄉」定名迄今。",,,120.3438600052,23.555663056935,民國5年,迄今,"Chiayi County Singang Township Farmers' Association","Chiayi County Singang Township Farmers' Association"
西安堂,,嘉義縣,新港鄉,"福德村,",,,,,,"西安堂於嘉慶十五年建築完成,奉祀福德正神,祭祀農曆二月初二日,八月十五日,十月八日,於西元1904年大地震西安堂被震毀於1907修建完成,西安堂居民叫土地公廟為村民信仰中心,本村因奉祀福德正神,而命名為福德村。",,,120.34403854088,23.556965678118,清代,迄今,"Xi-an Temple","Si-an Temple"
太公廟,,嘉義縣,新港鄉,"福德村,",,,,,,"太公廟奉祀主神姜太公,本廟於明永曆23年(1670)由張姓信眾自漳州府詔安縣迎回,起初在雲林縣水林鄉大溝村西北角水尾仔一帶,經數代舉遷於東笨港南街,因信眾多香火日盛,於乾隆27年(1763)居民合建笨港太公廟,嘉慶年間笨港溪大水把笨港街面沖毀,本廟亦遷至麻園寮,因連年災變,太公廟未重建,信眾即組太公會,奉祀姜太公主神,對光復後再建太公廟,經多次之整修,於民國78年重建太公廟完成,才有今日之規模,姜太公廟祭典農曆六月二十六日是奉姜太公平安到台紀念日,姜太公之誕辰為農曆八月初三日。",,,120.34504793957,23.55930647971,,,"Taigong Temple","Taigong Temple"
新港文教基金會,,嘉義縣,新港鄉,"福德村,",,"雲門舞集由林懷民先生率團返鄉公演,激發陳錦煌醫師,結合眾多的鄉親於民國76年10月創立新港文教基金會,近16年來基金會以藝文展演,學習活動,圖書推廣鄉土教育與藝術薪傳,環保工作,社區工作,社區刊物發行及出版,個案服務,國際交流,塑建台灣非營利組織的工作範例,一步一腳印地營造新港社區,而且成果豐碩,基金會之義工組織成為活動推行的最佳推手,民國92年得到總統文化獎－玉山獎,使得新港文教基金會和新港奉天宮成為新港的兩大代名詞。",,,,"民國86年由民間捐款嘉義縣政府部份補助的七層樓文教會館於新港國中對面落成,平日開放之空間包括:2樓成人圖書室,3樓青年兒童圖書室,4樓展覽室,圖書室內有一「新港專櫃」,提供有關新港的各類研究及出版品,四樓展覽室每年邀請新港在地及旅外藝術家返鄉展覽,是各校藝術與人文,鄉土教育的最佳戶外教學場地,此外定期舉辦各式講座,學習活動,是新港的終身學習中心。",,新港慢步香,120.34382767871,23.559893684485,民國76年10月,迄今,"Singang Wenjiaojijinhui","Singang Wunjiaojijinhuei"
中國國民黨新港鄉黨部,新港民眾服務分社,嘉義縣,新港鄉,"福德村,",,,,,,"新港民眾服務分社成立於民國40年1月1日,當時戒嚴時期,對地方影響很大,為地方政府外之另一個地方勢力,當時負責調解鄉民紛爭,介入地方要務,因民風日開,資訊發達,民意高漲,對地方事務不再有強勢主導力量,於民國77年9月28日成立中國國民黨新港鄉黨部,於民國80年1月19日搬至新港國中旁之新址,為鄉民服務,服務內容和威權時代不同,已注意鄉民日常生活之品質及環境,為一大突破。",,,120.34364125489,23.558612737874,民國40年,迄今,"Zhongguoguomindang Singang Township dangbu","Jhongguoguomindang Singang Township dangbu"
新港基督教會,,嘉義縣,新港鄉,"大興村,",教堂,教堂,"漳,閩南",,,"教堂-耶穌要完成祂普世救人的工作是有計劃,耶穌耶穌要完成祂末世大工,與神同工的人要對耶穌的計劃有所認識,才能抓住主耶穌的旨義,與耶穌同工。",,教會會訊,120.34728350519,23.557700058924,西元1900年,迄今,"Singang Christianity Church","Singang Christianity Church"
新港鄉農會,農會,嘉義縣,新港鄉,"大興村,",建物其他,新港鄉農會,國語,,,"信用部.供銷部.保險部.推廣股.會務股等會務工作,信用部:存款部份-活期存款.定期存款,供銷部-收購稻穀公糧部份,肥料銷售供銷部在月眉.崙子.溪北,設有分倉,負責銷售各種肥料,保險部一會員.非會員參加農保,參加資格:正會員,非會員,自耕農佃農,推廣股一農業產銷多項農漁.畜牧業訓練,會務股一會員,個人贊助會員,團體贊助會員。",,新港鄉農會資料處,120.34531090378,23.556664990515,西元1950,迄今,"Singang Township Farmers' Association","Singang Township Farmers' Association"
新港戶政事務所,,嘉義縣,新港鄉,"大興村,",,新港戶政事務所,國語,,,"戶政單位從事申請事項包括出生.死亡.認領.收養.終止收養.結婚.離婚.監護.遷入.變更登記,更正登記,撤銷登記,門牌證明,戶籍謄本,印鑑,戶口名簿,請領身份證等公務事項。",,內政部,120.3463775724,23.556810990461,西元1950,迄今,"Singang Houosehold Registration Office","Singang Houosehold Registration Office"
新港分駐所,,嘉義縣,新港鄉,"大興村,",警務,"警務單位:受理報案,隨到隨辦,警民合作共維治安。",國語,,,"警務單位:協助走失老人.兒童或行蹤不明人口與失物失車等,加強巡邏,以防遭竊,保護受侵害婦女.兒童.少年及被欺侮之善良民眾,民眾有緊急事故,需要警察服務,救助保護支援,治安事故,如車禍.強盜.小偷.搶奪及可疑人.事.物等警務處理。",,警政單位,120.3463320132,23.556639123486,西元1950,迄今,"Singang Police Office","Singang Police Office"
代天府,王爺府,嘉義縣,新港鄉,"大興村,",寺廟,民間傳統信仰,"漳,閩南",,,"據五府千歲傳略所載,五府千歲俱生於隋唐之際,因志趣相同,結為生死之交。唐高祖李淵入關後,五人相率投效,奉命鎮土門擊退胡人而聲名大噪。",,廟誌,120.3458938511,23.559339663351,西元1965,迄今,"Daitian Temple","Daitian Temple"
大興宮,大道公,嘉義縣,新港鄉,"大興村,",寺廟,民間傳統信仰,"漳,閩南",,,"大興宮亦是笨港古跡之一,本宮祀主神為保生大帝及乾隆32年(1768)年,笨港街紳民為奉祀大帝鳩資興建廟宇稱「笨港保生大帝」廟。然於嘉慶年間,笨港街被大水沖毀,故遷建現址重建,竣事是嘉慶九年西元1804年由此改稱「大興宮」。",,嘉義縣市寺廟大觀,120.34650979667,23.557505932137,西元1804,迄今,"Daxing Temple","Dasing Temple"
中山路,宮口.奉天路,嘉義縣,新港鄉,"宮前村,",,"早期統稱宮口,日據時代也有稱奉天路,因奉天宮而稱之奉天路。",,,,"中山路乃是新港商業精華區,在日據時代前中山路只到鐵路稱為中山路,後延伸至今鄉公所一帶都是中山路,是新港的精華地帶,新港名產小吃聚集地方。",,,120.34779372176,23.556106730151,,迄今,"Jhongshan Rd.","Jhongshan Rd."
媽祖大樓,香客大樓,嘉義縣,新港鄉,"宮前村,",,"因奉天宮興建的大樓,故稱媽祖大樓。",,,,"媽祖大樓日據時代為庄役場(今鄉公所),民國65-66年間奉天宮購地,66年9發包興建,68年7月竣工,70年落成,供香客住宿,伙食,店面出祖供營業新港各名產小吃。",,,120.34823191908,23.554361359504,,迄今,"Mazu Building","Mazu Building"
奉天宮,開台媽祖廟,嘉義縣,新港鄉,"宮前村,",,"新港的信仰中心,為三級古蹟,供奉主神媽祖,又稱船仔媽,開台媽祖。",,,,"1.乾隆年間,笨港溪氾濫,將笨港分為笨北港和笨南 港 2.嘉慶年間遷建現址,嘉慶16年(西元1811年)由王得 祿將軍奉請皇帝御賜廟號為「奉天」,後稱奉天宮。",,,120.3478521612,23.556640837559,,迄今,"Fengtian Temple","Fongtian Temple"
十八嵌,,嘉義縣,新港鄉,"宮前村,",,因興建時有十八間住宅店面,,,,"十八嵌興建時原地乃是台糖公司的火車車庫,也有稱做蔗埕,興建時期民國46-47年間,有十八間店面,故稱十八嵌",,,120.34757521913,23.554721628587,,迄今,Shibaqian,Shihbacian
雜細巷,,嘉義縣,新港鄉,"宮前村,",,"因本路段原本商人賣雜細聚集的地方,故稱雜細巷。",,,,"今中山路口登雲路以東一帶,清朝末年居民聚集此地以賣雜細為生,一直到民國初年,光復後就沒賣雜細,現今登雲路有賣新飴,印刷廠,小吃等。",,,120.34810766361,23.555646009672,清末,民國初,"Zaxi Lane","Zasi Lane"
油車巷,,嘉義縣,新港鄉,"宮前村,",,"清末民初,有北港人來學榨麻油,火油(花生油),都聚集在這地方,故稱油車巷。",閩南語,,,"清末民國初年,在今中山路登雲路以西至中正路口一帶稱為油車巷,早期有北港人來這裡學榨麻油,花生油等工作,光復後,此路段改稱為登雲路",,,120.34737676316,23.555677876162,,,"Youche Lane","Youche Lane"
酒宮,,嘉義縣,新港鄉,"宮前村,",,"原本是清末時代有人在此地釀造酒的地方,稱酒宮。",,,,"清朝末年,在現址天主教堂(文昌國小旁)古民街段,有釀酒的地方稱為酒宮,光復後興建蓋天主教堂,現在教堂內也附設幼稚園。",,,120.34999915094,23.555564633286,,,"Jiu Temple","Jiou Temple"
牛車巷,,嘉義縣,新港鄉,"宮前村,",,此巷有製作牛車或維修牛車的巷道,,,,"牛車巷位於新民路76巷道內,張文真診所附近幾戶,光復後,50年代漸漸沒落,故此名稱也少人知道",,,120.3484076999,23.555870522603,,,"Niuche Lane","Niouche Lane"
南勢街,,嘉義縣,新港鄉,"宮前村,",,"早期中正路分為南勢街和北勢街,新港分駐所至登雲路口稱為南勢街。",,,,"在光復前中正路南段稱為南勢街,也是今宮前村與福德村的村界路段,另北勢街是從新港分駐所至北頭仔(中正路尾水利會一帶)也就是宮後村與大興村的村界。",,,120.34635508063,23.556170563153,,,"Nanshi St.","Nanshih St."
新厝底,,嘉義縣,新港鄉,"宮前村,",,"原本是田地,民國初年興建新厝,故稱新厝底。",閩南語,,,"民國初年「五社林」之梅二社興建新厝故稱新厝底,梅二社原籍以福建省漳州府龍溪縣29都四弄山保李山社,地方信仰以王爺公一五府千歲之李府千歲(李王),今登雲路一帶祖厝登雲路9號。",,,120.349021156,23.555312044484,民國元年,迄今,Xincuodi,Sincuodi
登雲書院,,嘉義縣,新港鄉,"宮前村,",,"道光2年(西元1822年)蘭社同人集會場所,合資興建文昌祠,祀文昌帝君,另一方面紀念王得祿將軍""登步青雲""之意,取名登雲閣。",,,,"嘉慶年間溪水氾濫,笨南港移到麻園寮建立笨新南港,許多讀書組織「蘭社同人」以文會友,登雲書院是文昌國小的前身,文昌祠是登雲書院的前身,今文昌國小校園中有一塊花崗石,道光15年(1835年)「新建登雲書院捐緣金石碑」記載當時的捐款名單。",,,120.35059852151,23.553583086054,,迄今,Dengyunshuyuan,Dengyunshuyuan
東頭,,嘉義縣,新港鄉,"宮前村,",,"地理位置位於新港東邊,大街的東方,稱為東頭。",,,,"宗教信仰中心奉天宮以東,新民路東側,新民路早期是新港的精華路段,稱為大街,延伸東側,稱為東頭,可通往民雄(打貓)",,,120.34951555453,23.556267315021,,迄今,Dongtou,Dongtou
勞工住宅,司機工會,嘉義縣,新港鄉,"宮前村,",,"原有司機工會的勞工,所興建的住宅,有稱為司機工會,但正確名稱為勞工住宅",,,,"司機工會會員集資興建的勞工住宅,興建40戶,現今擴建周遭已超過50戶,每年農曆七月有普渡,住宅區內祭拜地藏王是年度祭祀要事。",,,120.35203071685,23.553969576908,,迄今,Laogongzhuzhai,Laogongjhujhai
新港公園,,嘉義縣,新港鄉,"宮前村,",,"新港最早期興建的大型公園,鄉公所發包興建,供居民休閒散,遊樂之場所。",,,,"民國70年新港奉天宮捐款1000萬征收預定地,另設有停車場供奉天宮香客車量停放,公園內興建新港鄉圖書館,位於中山路鄉公所對面,新港公園於78年完工,公園內大民俗表演場,溜冰場,籃球場,網球場等設施。",,,120.34541099612,23.552468336008,,迄今,"Singang Park","Singang Park"
新港消防隊,,嘉義縣,新港鄉,"宮前村,",,"新港鄉救災救護,防火打火的行政機關,公共安全,生命財產的褓姆。",,,,"新港消防隊原建於民國47年,位於北勢街(中正路),今改於公園路28號公園路段,地主原方永基先生所有,佔地155坪,在奉天宮等十餘座廟宇及熱心人士捐助興建78年7月發包,80年5月設工85年落成,為新港消防安全的保護機關",,新建消防大樓碑誌,120.34554818779,23.553257101598,,迄今,"Singang Fire Brigade","Singang Fire Brigade"
新港鐵路公園,,嘉義縣,新港鄉,"宮前村,",,"原台糖公司的鐵路,停駛荒廢後經義工和宮前村長協力分期整理後成為美侖美奐的鐵路公園。",,,,"新港鐵路公園座落於中山路往西延伸至中山正路,往新港國小後圍牆延伸農會倉庫旁至嘉北公路呈帶狀,民國71年8月17月下午4:45分末班車,從此五分仔火車走入歷史,逐漸荒廢。民國87年宮前村長邱聰期益整理鐵道上雜草,89年9月結合新港文教基金會義工共同整理,後完成新港鐵路公園。",,,120.34567804509,23.55425160802,,迄今,"Singang Railway Park","Singang Railway Park"
新港第一公墓,,嘉義縣,新港鄉,"宮後村,",喪葬設施名稱,新港最早使用的公墓。,,,,,"新港第一公墓面積4.0816公頃,墓基總座1224座,因墓地已滿,於75年9月30日起禁葬。",,120.35388711972,23.557842852347,日據,民國75年,"Singang NO.1 Cemetery","Singang NO.1 Cemetery"
港東橋,,嘉義縣,新港鄉,"宮後村,",橋樑,因位於新港的東邊。,,,,,"民國82年6月興建完成的「港東橋」是新港人進出民雄的必經要地,目前因路面開發,某些橋段上欲興建住宅。",,120.35094158993,23.556197566803,民國82年,迄今,"Gangdong Bridge","Gangdong Bridge"
東興廟,,嘉義縣,新港鄉,"宮後村,",寺廟,東方興盛的廟宇。,"國語,閩南",,新港鄉奉天路上,"清朝時代,在馬府合成公內供奉的池府千歲三尊神,因神威顯赫,由街坊鄰里仕紳,林克明,謝清泉及鄭頭等約三十人組成「東和成池府千歲轎班會」,至民國63年,由初期委員信眾自由樂捐添購廟地,並蓋有鐵皮屋成立東興廟,內有12將軍及興道山遊龍池。民國83年新港街都市計劃市街拓寬,東興廟被從中貫穿道路分為兩半,民國86年8月15日入火安座,於民國89年成立東興廟第一屆管理委員會,綜理東興廟事宜。","戴春生為東興宮目前管理委員會的主任委員,負責保管東興廟的舊照片及文件。",,120.34881686974,23.557318168694,清朝,迄今,"Dongxing Temple","Dongsing Temple"
六腳佃,,嘉義縣,六腳鄉,"六腳村,",村里行政區,乃謂六家（六戶）佃農，遷至是處耕作，「家」訛為「腳」，稱為「六腳佃庄」。民國9年簡化為「六腳庄」，光復後設鄉。另，《諸羅縣誌》記載為「六加佃莊」。,閩南～漳、泉州,,,六腳佃位於朴子市之北，北港鎮西南四公里之處。永曆18年（1664年）漳州龍溪縣人陳子政、楊巷摘合墾六腳佃庄。六腳鄉位於肥沃的嘉南平原，多沙質旱地，最適合蘆筍的栽培，成為全省獨特的綠蘆筍生產地。,六腳佃行政區分為六腳村和六南村，是個古老的庄頭，民風還是頗為保守、純樸。村中有一座古色古香的三合院，是日治時期，六腳佃區長呂昇平的舊宅。,"嘉義縣志 卷二人民志",120.25400737441,23.507041696758,清朝,迄今,Lioujiaodian,Lioujiaodian
大厝底,,嘉義縣,六腳鄉,"六腳村,",一般地名,早期是呂氏的豪宅。,閩南～漳、泉州,,,,,,120.25404342778,23.505092423576,清朝,迄今,Dacuodi,Dacuodi
&#24269;地仔,,嘉義縣,六腳鄉,"六腳村,",一般地名,早期開設草仔&#24269;的地方。,閩南～漳、泉州,,,,,,120.24993997698,23.50530408139,清朝,迄今,&#24269;Dizai,&#24269;Dizai
店仔口,,嘉義縣,六腳鄉,"六腳村,",一般地名,,閩南～漳、泉州,,,,,,120.2529622963,23.505492166822,清朝,迄今,Dianzaikou,Dianzaikou
廟後,,嘉義縣,六腳鄉,"六腳村,",一般地名,位於順天宮後邊的聚落。,閩南～漳、泉州,,,,順天宮主祀李府千歲，乾隆年間初建，民國4年（1915）重建，民國88年（1999）再擴建,,120.25271464111,23.50602895294,清朝,迄今,Miaohou,Miaohou
尾厝,,嘉義縣,六腳鄉,"六腳村,",一般地名,庄尾的聚落。通往崩山之處。,閩南～漳、泉州,,,,,,120.25041066443,23.506370733585,清朝,迄今,Weicuo,Weicuo
校地,,嘉義縣,六腳鄉,"六腳村,",一般地名,日治初期公學校的校地。,閩南～漳、泉州,,,,民國7年（1918），六腳國小就建設在此地，當時校名為「蒜頭公學校六腳佃分校」。民國9年時遭受洪水之患，學校全部倒塌，十年時改建在六腳國小現址。此地今為呂姓地主建設「蟀哥農家」，經營休閒農場。,,120.25496995454,23.5054150275,民國7年,迄今,Xiaodi,Siaodi
瓦窯,,嘉義縣,六腳鄉,"六腳村,",一般地名,早期是磚瓦製造場。,閩南～漳、泉州,,,,此座瓦窯是日治時期六腳村民呂水霖所興建，民國六十初年停止製磚瓦，七十年在窯前興建一列販厝。瓦窯現今猶未拆除，雖稍頹圮，但仍可看出當年的盛況。,,120.25800106576,23.514123901727,日治,迄今,Wayao,Wayao
水利,,嘉義縣,六腳鄉,"六腳村,",一般地名,早期鑿井賣水之處。,閩南～漳、泉州,,,,光復初期，六腳佃的抽水站共有三座，鑿於民國45至50年間。以水泥管埋在地下送水，一座抽水站的灌溉面積約40甲地，以水稻收成後的乾穀，每分地二百台斤抵水費。民國60~70年代，以每小時計費一小時80元。,,120.25513380646,23.501927637407,民國五十年,迄今,Shuili,Shueili
東營公,,嘉義縣,六腳鄉,"六腳村,",宗教建築,,閩南～漳、泉州,,,,東營公，係順天宮五府千歲李王旗下的東營大將軍的營頭。傳說此處是一鯉魚穴，廟前是六腳大排水溝，俗稱「龍溝」。此營頭建於清朝，原是竹造小廟，經多次改建後，呈現今之巍峨大廟，農曆十一月十六日為其誕辰。,,120.25448737166,23.504226844704,清朝,迄今,Dongyinggong,Dongyinggong
後匝,,嘉義縣,六腳鄉,"六腳村,",一般地名,庄子後邊的一列房屋。,閩南～漳、泉州,,,,,,120.25227152732,23.506744121364,清朝,迄今,Houza,Houza
缶窯仔,,嘉義縣,六腳鄉,"六南村,",一般地名,早期的磚瓦製造場所。,閩南～漳、泉州,,,,清朝時期，此處是一座缶窯場，現今已成為農田。,,120.25033321439,23.504536613667,清朝,迄今,Fouyaozai,Fouyaozai
大墓,,嘉義縣,六腳鄉,"六南村,",一般地名,早期的墳地。,閩南～漳、泉州,,,,墳墓已遷走，此處現今是肥沃的農田。,,120.24766787602,23.502238792722,清朝,迄今,Damu,Damu
下頭角仔,,嘉義縣,六腳鄉,"六南村,",一般地名,庄子南邊的角落。,閩南～漳、泉州,,,,,,120.25261922187,23.504038559174,清朝,迄今,Xiatoujiaozai,Siatoujiaozai
吳厝角仔,,嘉義縣,六腳鄉,"六南村,",一般地名,吳姓居民的小聚落。,閩南～漳、泉州,,,,此聚落位於東營公後邊。,,120.25329396503,23.504516142035,清朝,迄今,Wucuojiaozai,Wucuojiaozai
市仔,,嘉義縣,六腳鄉,"蒜頭村,",市場,蒜頭三村落的菜市場、及市場附近的商店都包含在內。日治時期建設，因老舊的關係，於民國71年改建樓房。,閩南～泉州,,,,蒜頭村只有兩條街道，一條是「後壁路」，另一條即是市街。這條市街在二十年前，夜晚時候都很熱鬧，常有「王祿仔」在表演，附近居民都會來逛街。如今已無昔日盛況矣！,,120.29176652961,23.492058374696,清朝,迄今,Shizai,Shihzai
三角尖仔,,嘉義縣,六腳鄉,"蒜頭村,",小地名,此處是市街和後壁路交差路口的一塊畸零地。,閩南～泉州,,,,此處是市街和後壁路交差路口的一塊畸零地，在郵局、學校的對面，可說是蒜頭庄最熱鬧地方，所以是攤販必爭之處。,,120.29193333556,23.492789421825,清朝,迄今,Sanjiaojianzai,Sanjiaojianzai
學校邊,,嘉義縣,六腳鄉,"蒜頭村,",學校,蒜頭國小的附近都稱為「學校邊」。,閩南～泉州,,,"蒜頭國小興建於西元1911年，校園內原本有一座「育英堂」，是地方先賢劉&#21843;光、侯金堆、呂憲發等集資倡建，為鄉民重要集會的場所。 另，校園內「東和圖書館」建於民國70年，是已故的鋼鐵大王侯政廷獨資興建，企業家回饋家鄉，令人感佩。",,,120.29200750063,23.493627068922,日治,迄今,Xuexiaobian,Syuesiaobian
&#24269;內,,嘉義縣,六腳鄉,"蒜頭村,",一般地名,清朝時期，此處有糖&#24269;。,閩南～泉州,,,,"戶政事務所原本位於警察局旁，民國89年遷徙於&#24269;內。 五安宮興建於民國91年，祭祀薛府王爺。",,120.29349300871,23.492600445425,清朝,迄今,&#24269;Nei,&#24269;Nei
倉庫,,嘉義縣,六腳鄉,"蒜頭村,",農會,日治時期建造的一座六腳鄉農會倉庫。,閩南～泉州,,,,倉庫位於堤防北面，從日治時期到民國七十年代，這地區都是農田，而倉庫又有稻穀，所以這兒有很多鳥巢，蒜頭地區的小孩最喜歡到倉庫捉小鳥、拾鳥蛋。十多年前在此處興建六腳鄉農會，把原先在市街的農會遷徙過來。農會對面是加油站。,,120.29257803146,23.495891077524,日治,迄今,Warehouse,Warehouse
豬戶,,嘉義縣,六腳鄉,"蒜頭村,",農地,日治時期所設置的肉豬屠宰場。,閩南～泉州,,,,「豬戶」（屠宰場）原本是在現今衛生所的南面，民國50年遷徙至今衛生所之處，72年停止屠宰，78年建立衛生所。,,120.29047615114,23.493254187548,日治,迄今,Zhuhu,Jhuhu
頂牛埔,,嘉義縣,六腳鄉,"蒜頭村,",一般地名,早期是牧牛的草埔地，位於北方，故曰「頂牛埔」。,閩南～泉州,,,,副港口宮是光復初期分靈於東石鄉蚶仔寮港口宮。,,120.28980554712,23.495674067432,清朝,迄今,Dingniupu,Dingnioupu
下牛埔,,嘉義縣,六腳鄉,"蒜頭村,",一般地名,早期是牧牛的草埔地，位於南方，故曰「下牛埔」。,閩南～泉州,,,,社區小公園原本是一池塘，現今填土種植花草，環境煥然一新。,,120.28810141388,23.494192738766,清朝,迄今,Xianiupu,Sianioupu
頂頭厝,,嘉義縣,六腳鄉,"蒜頭村,",一般地名,位於蒜頭庄之北的小聚落。,閩南～泉州,,,民國72年，頂頭厝三十六戶居民，共同出資四十餘萬元，籌建頂頭厝活動中心。,建庄始祖黃元交，有一段致富神奇傳說。,"嘉義文獻 第十七期",120.29272226412,23.497854882186,清朝,迄今,Dingtoucuo,Dingtoucuo
涸死仔,,嘉義縣,六腳鄉,"蒜頭村,",農地,,閩南～泉州,,,,此為早期朴子溪的河床地，河流改道後，變為農田，但仍可看出比兩旁的農田低窪。現有一座瓦斯分裝場。,,120.30067366041,23.50184115232,清朝,迄今,Hesizai,Hesihzai
甜寮仔,,嘉義縣,六腳鄉,"蒜頭村,",農地,附近有一糖&#24269;，此處是於放糖的草寮。現今都是農地。,閩南～泉州,,,,甜寮仔的東邊有1964年成立的六嘉國中。,,120.29037304827,23.501556501452,清朝,迄今,Tianliaozai,Tianliaozai
大榕公,,嘉義縣,六腳鄉,"蒜東村,",宗教建築,"應該是「大榕公」才對，今人都把「ching5 榕」誤寫為「松」。該廟旁原有一棵百年老榕樹，因而得名。老榕樹在十幾年前枯萎了。",閩南～泉州,,,,大松公是百年老廟，原先是依附於百年老榕樹下的小廟，十六年前發生火災，重建為今貌。祭祀許府元帥，祭日三月九日。,,120.29820060149,23.497202179034,清朝,迄今,Daronggong,Daronggong
小塗獅仔,塗獅仔、金獅庄,嘉義縣,六腳鄉,"蒜東村,",一般地名,最早的地名是「金獅庄」，傳說此庄是個「金獅穴」，故名「金獅庄」。庄內大富人家因得罪人，被縱火燒庄，破壞了「金獅穴」，所以金獅變成土（塗）獅了。,閩南～泉州,,,,訪談結果竟然古名是「金獅庄」，傳說該地是一「金獅穴」，因而得名。居民是大富人家，因得罪人而被縱火。傳說是用多隻老鼠，鼠尾抹煤油，點火後任牠在庄內四竄，引起火災。金獅穴被破壞，金獅庄就變成塗獅仔了。,,120.29916799067,23.496085719083,清朝,迄今,Xiaotushizai,Siaotushihzai
護安宮,中庄仔大廟,嘉義縣,六腳鄉,"蒜東村,",廟宇建築,中庄仔唯一、最大的廟宇。,閩南～泉州,,,,清朝時，有一商人到福建做生意，在湄洲聖母廟挑了二尊媽祖神像回來。來到中庄的牌樓口停下休息，要再起程時，放神像的擔子竟挑不起來了，庄中有人就用兩個龍銀買下來私人祭祀。清光緒5年，庄民創建護安宮做為全庄的信仰中心。,,120.2962753215,23.491718754159,清朝,迄今,"Hu-an Temple","Hu-an Temple"
中庄仔,,嘉義縣,六腳鄉,"蒜東村,",一般地名,顧名思議此聚落在早期是位於中間地帶。,閩南～泉州,,,,此庄早期盛產楊桃，品種是「石砧仔」楊桃。,,120.29683804868,23.492091593579,清朝,迄今,Zhongzhuangzai,Jhongjhuangzai
舊厝內,,嘉義縣,六腳鄉,"蒜東村,",一般地名,因分一柱到村內別處另起爐灶，新建的叫「新厝內」，相對的舊居就叫「舊厝內」。,閩南～泉州,,,"祖籍：福建南安縣五都八田郊平鄉。燕山祖詩（對聯）：1.名傳江夏垂芳遠；派衍燕山世澤長。 2.江夏源流通一脈；燕山派衍繼千年。 3.脈傳燕國源流遠；派衍榮州世澤長。燕山輩序：仁賢體乾、允希應有。輔淑用元、台鼎世守。怡和衍禎、胤哲孫秀。德耀道光、永綿佩綬。",雖然留二柱（房）在舊厝內，但明顯地這邊人口較少，新厝內人口反而繁衍昌盛。,新厝內黃宗祠親族手冊,120.29602577418,23.492190220467,清朝,迄今,Jiucuonei,Jioucuonei
樓仔口,,嘉義縣,六腳鄉,"蒜東村,",名勝古蹟及紀念地設施名稱,入庄口早期曾有一牌樓，牌樓口處附近就叫「樓仔口」，旁邊的池塘叫「樓仔口堀（khut4）」。,,,,,小時候村民常到「樓仔口堀」游泳、抓魚。今都已不存在了。,,120.29544963884,23.492131908147,清朝,民國五十年,Louzaikou,Louzaikou
下頭寮,,嘉義縣,六腳鄉,"蒜東村,",一般地名,在庄尾牛稠溪畔。此處地勢較低。,閩南～泉州,,,,昔日人來人往的渡口，今已不見蹤跡。,,120.29657203205,23.490634825555,清朝,迄今,Xiatouliao,Siatouliao
米粉間,米粉堀,嘉義縣,六腳鄉,"蒜東村,",一般地名,清朝時，此處有許多人家以製作米粉為生。,閩南～泉州,,,,清末時發生大水災，此處因位於牛稠溪畔，整個聚落都被大水沖走。居民四處遷徙，有一些人抱著該聚落的神明遷居嘉義市，後來建立了「溫陵朝天宮」，所以，五年王大拜拜時，中庄人都會到嘉義市的「溫陵朝天宮」請回神明祭祀。,,120.29723397959,23.488719822164,清朝,,Mifenjian,Mifenjian
